Số báo danh,Toán,Văn,Ngoại Ngữ,Lý,Hoá,Sinh,Sử,Địa lý,GDCD
01072520,6,6.5,4.25,-1,-1,-1,6.25,3.6,6.5
01072521,4.2,6.25,4,-1,-1,-1,4,3,6
01072522,4.4,4.25,8.5,-1,-1,-1,7.5,3.2,6.25
01072523,4.4,8,7.25,-1,-1,-1,6.25,2.6,8.25
01072524,6.4,6.5,7.5,-1,-1,-1,6.5,5.8,8
01072525,6.2,6.5,-1,-1,-1,-1,7.25,8.75,8
01072526,6.8,8.5,7.25,-1,-1,-1,4.75,6.8,8.25
01072527,8,8.75,6.75,-1,-1,-1,8.25,7.6,9.5
01072528,8,8.5,7.25,-1,-1,-1,6.5,8.4,7.5
01072529,8,8.5,7.5,-1,-1,-1,6,7.8,7.5
01072530,4.6,7.25,5.5,-1,-1,-1,6.5,1.6,7.75
01072531,6.2,8,4.75,-1,-1,-1,5,5.8,7.25
01072532,7.4,8.25,8.5,-1,-1,-1,8,3.6,9.5
01072533,7.2,8.5,7.75,-1,-1,-1,8,3.2,9.5
01072534,5.6,7.5,6.75,-1,-1,-1,4.25,6.6,5.25
01072535,7.6,7.25,5.5,-1,-1,-1,6.5,4,7.75
01072536,8.8,9,8,-1,-1,-1,7.5,8.2,9
01072537,4.6,6.5,5.25,-1,-1,-1,6,3,7.5
01072538,3.8,4,4.5,-1,-1,-1,6.5,1.4,9
01072539,6.8,5.25,5.5,-1,-1,-1,5,5.2,6.5
01072540,8.4,8,8.25,-1,-1,-1,8.75,3.2,8.75
01072541,5.2,7,7.75,-1,-1,-1,5.75,2.4,9.25
01072542,3.2,4,4.25,-1,-1,-1,5.25,2.4,6.75
01072543,7.8,8.25,7.75,-1,-1,-1,6.75,8.4,9
01072544,9.2,8.75,9.25,-1,-1,-1,9,9.2,9.75
01072545,1.8,4.75,3.75,-1,-1,-1,4.25,3.2,6.75
01072546,8,7,6.5,-1,-1,-1,7.75,6.4,8.25
01072547,6.2,4.25,8,-1,-1,-1,5.5,2.4,7.75
01072548,6.6,6.25,6.75,-1,-1,-1,6.75,3.8,8.5
01072549,4.8,5,5.25,-1,-1,-1,5.75,2.2,5.25
01072550,7,6.5,8.75,-1,-1,-1,8,4,8.25
01072551,5.8,5.25,5,-1,-1,-1,6.25,7.6,7.25
01072552,4.2,5,7.75,-1,-1,-1,6.5,2.8,7.5
01072553,5.8,6.5,7.75,-1,-1,-1,6.5,6,9.5
01072554,2,5.5,4,-1,-1,-1,5.5,2.8,6.5
01072555,6.6,5.25,6,-1,-1,-1,6.75,2.4,7.5
01072556,4.6,5.5,4.5,-1,-1,-1,5.25,1.4,7.25
01072557,5.2,7,7,-1,-1,-1,3.25,2.8,7
01072558,3.8,4.5,5.5,-1,-1,-1,6,4.2,8
01072559,7,5.75,6.25,-1,-1,-1,6.25,6,7.75
01072560,6.4,6.75,4.75,-1,-1,-1,6.75,4.2,7.75
01072561,7.8,7.5,6,-1,-1,-1,7.25,7,7.25
01072562,4,7.75,9,-1,-1,-1,8.75,3.8,6
01072563,6.4,7.25,6.75,-1,-1,-1,6.25,4.4,7.75
01072564,7.4,7.5,6.25,-1,-1,-1,6.75,4,7.75
01072565,5.6,6,5,-1,-1,-1,6.25,1.8,7.5
01072566,6,6.25,7,-1,-1,-1,7.25,3.4,7.5
01072567,6.2,6.5,7.25,-1,-1,-1,5.25,2,5.75
01072568,4.2,5,4.25,-1,-1,-1,6.25,2.8,7.75
01072569,4.4,5.75,4.75,-1,-1,-1,6.5,3.8,8.75
01072570,5.4,4.75,5.25,-1,-1,-1,5.75,0.8,7.25
01072571,4.4,4.25,6.5,-1,-1,-1,6.5,4.2,7
01072572,4.4,3.25,5,-1,-1,-1,5.5,4.4,5.5
01072573,8,6.25,8,-1,-1,-1,7.75,6,9
01072574,6.8,7,7.5,-1,-1,-1,6.25,5.4,7.25
01072575,4.2,4,5.5,-1,-1,-1,7.5,1.4,7.75
01072576,3.2,5,6.75,-1,-1,-1,5.75,3.8,6.25
01072577,5,4.5,4,-1,-1,-1,4.75,2.4,7.25
01072578,2.2,6.25,3,-1,-1,-1,6.25,2.2,6
01072579,6,7,4.5,-1,-1,-1,6.25,3,7.75
01072580,3.2,5,4.25,-1,-1,-1,6.25,3.4,7
01072581,7.4,6.75,7.5,-1,-1,-1,8,2.8,8.25
01072582,3.6,5.25,4.5,-1,-1,-1,5,3,7.25
01072583,3.6,5,4,-1,-1,-1,4.75,1.8,6
01072584,7.8,5.5,7.5,-1,-1,-1,5.25,2,7.75
01072585,7.8,6.5,5.75,-1,-1,-1,5,4.2,7.5
01072586,3.8,6,6.25,-1,-1,-1,6,3.2,7.25
01072587,4.4,5,7.25,-1,-1,-1,5.5,2.8,8.25
01072588,2.8,3,3.5,-1,-1,-1,4.75,2.4,6
01072589,7.2,9,7,-1,-1,-1,6.75,3.8,8
01072590,6,5.25,4,-1,-1,-1,5,2.4,6.5
01072591,8.4,7,7.75,-1,-1,-1,7.5,7.4,8.25
01072592,7.6,7.5,7.5,-1,-1,-1,7.25,5.2,8.5
01072593,7.4,8.5,7.5,-1,-1,-1,6.75,8.6,8.5
01072594,6.2,6,8,-1,-1,-1,7.75,3.4,9.5
01072595,5.6,6.25,4.5,-1,-1,-1,5,2.6,5.75
01072596,7.6,7.25,6,-1,-1,-1,7,6,8.5
01072597,7.6,6.75,5.75,-1,-1,-1,7,3.6,8.5
01072598,4.8,4.5,2.75,-1,-1,-1,6.75,3.6,5.75
01072599,7.6,6.75,7.75,-1,-1,-1,8,4.4,8
01072600,7.6,7.5,6.5,-1,-1,-1,6,4.4,8
01072601,7.2,8.25,7.25,-1,-1,-1,8.75,6.4,8.5
01072602,8,8.75,9.25,-1,-1,-1,8.75,7.8,9.5
01072603,7.8,7.75,6,-1,-1,-1,6,6,8
01072604,6.8,7,5.5,-1,-1,-1,6.75,6.6,6
01072605,8.2,8.25,6.5,-1,-1,-1,6.5,8.4,8.25
01072606,8,5.5,6.75,-1,-1,-1,6.75,7.8,7
01072607,5.6,7,4.25,-1,-1,-1,6.25,3.6,8.25
01072608,6.2,6.25,4,-1,-1,-1,5.75,4.8,7.25
01072609,6.8,7.25,9,-1,-1,-1,9.25,8.8,9
01072610,6.8,6.5,4.5,-1,-1,-1,5,4.4,6.75
01072611,7.4,8.25,5.5,-1,-1,-1,6.5,9.4,7.75
01072612,7.6,6.5,6.5,-1,-1,-1,6.5,7,7.25
01072613,7.8,8.5,8,-1,-1,-1,7.75,7.2,7.75
01072614,7,7.25,8,-1,-1,-1,7,4.2,8.5
01072615,7.4,8,5.75,-1,-1,-1,6,8.8,6.75
01072616,4.4,8.25,5.25,-1,-1,-1,6.5,3.8,8.75
01072617,7.4,8.5,5.5,-1,-1,-1,5.75,8,7.75
01072618,7.8,9.25,8.25,-1,-1,-1,6,8.4,8.75
01072619,8,8.25,6,-1,-1,-1,6.75,5.2,6.5
01072620,7.8,9.25,8.25,-1,-1,-1,7,7.6,9
01072621,7.8,8.5,7.5,-1,-1,-1,7.75,8.6,9.25
01072622,6.8,7.5,5.75,-1,-1,-1,5,4.6,6.75
01072623,4.6,7.5,6.25,-1,-1,-1,6.5,6,7.5
01072624,8,7.25,9.5,-1,-1,-1,9.5,6.8,9.25
01072625,8.2,6.75,7.5,-1,-1,-1,7.25,4.6,9
01072626,6.6,5.5,6.25,-1,-1,-1,7.5,3.4,8.5
01072627,5,5.5,5.5,-1,-1,-1,5.75,4,7.5
01072628,4.6,5.25,4.25,-1,-1,-1,7.5,1.8,7.5
01072629,6,5.25,7.75,-1,-1,-1,7.75,5.2,9
01072630,5.6,5.25,6,-1,-1,-1,5,2.2,7.75
01072631,5.4,4.75,4.25,-1,-1,-1,4.5,3.4,6.75
01072632,7.6,8,5.75,-1,-1,-1,5.5,8.2,7.5
01072633,8,8,5.75,-1,-1,-1,7,3.8,8
01072634,4.4,7.5,8.25,-1,-1,-1,7.25,2.8,9.5
01072635,5.6,6.75,5.25,-1,-1,-1,5.5,3.4,7.5
01072636,6.2,6.75,4,-1,-1,-1,5.75,2.8,8
01072637,6,6.25,8.25,-1,-1,-1,7.75,5.6,8.75
01072638,8.8,8.25,9.5,-1,-1,-1,7.75,6.2,9
01072639,7,6.75,7.75,-1,-1,-1,7.5,3.8,8.75
01072640,4.6,4.75,7.25,-1,-1,-1,5.5,3,7.25
01072641,7.2,7,8,-1,-1,-1,7.75,5.6,8.5
01072642,5.6,5,6.25,-1,-1,-1,7.25,2.6,8.75
01072643,7.6,6,5.5,-1,-1,-1,5,6.8,8.25
01072644,8.4,7.75,8,-1,-1,-1,7.75,8.4,8.75
01072645,7.4,5.5,6.5,-1,-1,-1,6.5,5.4,8.75
01072646,4.2,5,3.25,-1,-1,-1,5.25,2.8,5.75
01072647,8.2,7,7.5,-1,-1,-1,7.25,7.8,9
01072648,3.4,4,3,-1,-1,-1,6,3,6.25
01072649,8.6,6.75,8.75,-1,-1,-1,7.75,8.2,9.25
01072650,3.8,6.75,4.75,-1,-1,-1,6,3.2,8.25
01072651,4,5.5,3.75,-1,-1,-1,4.5,2.6,7
01072652,3.6,5.75,4,-1,-1,-1,6.25,2.6,7
01072653,6.6,6.25,4.5,-1,-1,-1,6.75,4,7.5
01072654,8,6.25,6.25,-1,-1,-1,7.25,5.4,7
01072655,3.2,5.25,4.5,-1,-1,-1,5.75,2.2,6.25
01072656,4,6,5,-1,-1,-1,5.25,2.4,6.75
01072657,8.4,8,8.25,-1,-1,-1,6.25,5.2,7.75
01072658,8.2,7.25,7.5,-1,-1,-1,7.75,6.2,8.5
01072659,6,7.5,7.5,-1,-1,-1,5.75,4.8,7.75
01072660,4,6.5,5,-1,-1,-1,6.25,2.4,7.75
01072661,5.8,7.5,5.25,-1,-1,-1,6.5,3,7.25
01072662,7.6,8.75,7.25,-1,-1,-1,6.5,8.8,8.75
01072663,7.6,7,5.75,-1,-1,-1,6.75,2.6,8.25
01072664,7.6,8.75,7.25,-1,-1,-1,6.75,7.4,9.25
01072665,6.2,7.75,7,-1,-1,-1,6.5,4.6,7.5
01072666,8.2,8.75,8.75,-1,-1,-1,7.75,9,8.75
01072667,4.8,7.75,4.5,-1,-1,-1,5.5,2.6,6
01072668,6.2,6,5,-1,-1,-1,7.25,2.6,7.5
01072669,7.6,9,3,-1,-1,-1,5.25,5.2,7.75
01072670,7.2,7.75,8,-1,-1,-1,7.25,5.6,9
01072671,2.2,4.5,5.75,-1,-1,-1,3.5,2.2,7
01072672,6.8,7.5,6.5,-1,-1,-1,7,7.2,8
01072673,7.6,6.75,8,-1,-1,-1,7.75,8.2,8.5
01072674,6.8,8,7.5,-1,-1,-1,6.25,4.6,9
01072675,4.4,6.5,5,-1,-1,-1,6.5,3.4,8.5
01072676,4.4,4.5,5.25,-1,-1,-1,5.5,2.4,7.75
01072677,2.8,3.75,4.75,-1,-1,-1,4.75,2.8,5.5
01072678,7.8,5.5,8.5,-1,-1,-1,9,2.4,8.75
01072679,7,4.75,7.25,-1,-1,-1,6.5,4.6,8.5
01072680,6,5.25,5.75,-1,-1,-1,6.25,3.4,8.5
01072681,7.4,5.25,9.75,-1,-1,-1,9,4.2,8.75
01072682,2.8,4,4.75,-1,-1,-1,4.5,2,6.75
01072683,6,4.75,7.75,-1,-1,-1,6,5.2,9.25
01072684,4.6,3.25,5.5,-1,-1,-1,4,2.6,8.25
01072685,5.4,5,7,-1,-1,-1,6.5,1.8,8
01072686,3.8,5.5,4.75,-1,-1,-1,6.5,2.4,7.25
01072687,7.8,8.25,7.75,-1,-1,-1,7.75,4,8.5
01072688,5.8,7.75,6.75,-1,-1,-1,6.75,5.6,8.75
01072689,8,5.5,7,-1,-1,-1,7.75,3.6,8
01072690,7.4,6,8,-1,-1,-1,7.5,3,9.75
01072691,4.6,5.5,6.25,-1,-1,-1,6,2.2,8.25
01072692,3.2,4.5,5,-1,-1,-1,4.25,2.6,7
01072693,6.2,7.5,7,-1,-1,-1,5.75,3.6,9
01072694,6.8,7.25,6.25,-1,-1,-1,7,7.8,8
01072695,7.4,5.5,5.5,-1,-1,-1,6.5,2.2,8
01072696,7.2,6.25,4.75,-1,-1,-1,5.5,2.8,7.25
01072697,7,6,5,-1,-1,-1,7,2.4,8.5
01072698,7.6,7.25,6,-1,-1,-1,6,5.2,7.75
01072699,4.4,4,7,-1,-1,-1,7.25,2.4,8.5
01072700,4.6,4.75,7.25,-1,-1,-1,5.25,3,6.5
01072701,6.8,6.75,8,-1,-1,-1,6.25,6.2,6.5
01072702,5.4,6,6.5,-1,-1,-1,6.75,6,7.75
01072703,6.4,5.75,4.75,-1,-1,-1,5.5,2.4,7
01072704,4.6,5.75,6,-1,-1,-1,6.75,1,8.25
01072705,5.2,5.25,6,-1,-1,-1,7,4.6,7.5
01072706,5,4,6.75,-1,-1,-1,4.75,2.8,6.25
01072707,6,5.5,6,-1,-1,-1,5.5,3.2,8.25
01072708,4.8,5.5,3,-1,-1,-1,5,2.4,4.75
01072709,7,5.25,4.5,-1,-1,-1,5,3,5.25
01072710,7.4,6.25,4.75,-1,-1,-1,7.25,7.4,7.25
01072711,5.4,4.75,5.25,-1,-1,-1,5.75,2.4,8
01072712,7,5.25,8.25,-1,-1,-1,7.75,3,7.5
01072713,4.8,5.5,6.25,-1,-1,-1,5.75,2.2,7
01072714,7.2,6,8.5,-1,-1,-1,6,1.8,7.75
01072715,8.4,6.5,7.75,-1,-1,-1,6.5,6.6,8.75
01072716,7.2,5.75,7.25,-1,-1,-1,4.25,4.2,7.75
01072717,7.8,6.5,5.5,-1,-1,-1,5,3,7
01072718,8.4,8,8,-1,-1,-1,7.75,9.2,9.25
01072719,7.2,5.25,6.25,-1,-1,-1,5.5,3.6,6.5
01072720,4.2,5.5,5.75,-1,-1,-1,5,2.4,7.75
01072721,8.2,7,9.75,-1,-1,-1,8.75,7,9.75
01072722,7.8,6.25,7.5,-1,-1,-1,4.75,4.6,7
01072723,6.8,8,5,-1,-1,-1,5.25,5.4,7.75
01072724,3.2,6,7.25,-1,-1,-1,7,1.6,9
01072725,5.8,6.58,5.25,-1,-1,-1,6,2.2,8.5
01072726,8.8,8.75,6.25,-1,-1,-1,7.5,9.2,9
01072727,3.4,7.5,8,-1,-1,-1,7.25,6.2,8.5
01072728,3.6,4.75,5.5,-1,-1,-1,6.75,2.8,7.75
01072729,7,5.75,8.25,-1,-1,-1,7.75,3.4,8.25
01072730,5,8.5,5.75,-1,-1,-1,6.5,4.2,7.25
01072731,7.8,8.5,7.25,-1,-1,-1,6.75,3.2,7.5
01072732,7.4,7.75,8.25,-1,-1,-1,6.5,5.4,7.25
01072733,4.6,6.25,7,-1,-1,-1,6.25,3.2,7.5
01072734,7.6,6.75,6.5,-1,-1,-1,6.25,5,8
01072735,7,7.25,5.25,-1,-1,-1,6,2.8,7
01072736,8,6.75,8,-1,-1,-1,7,5.6,8.5
01072737,2.8,5.25,5.5,-1,-1,-1,7,4,8.25
01072738,3.8,7,6.25,-1,-1,-1,5.5,3.4,8.5
01072739,6.4,5,4,-1,-1,-1,5.25,2.8,8.25
01072740,7.2,7.25,6.5,-1,-1,-1,6.25,4.6,6.75
01072741,7,6.5,7.5,-1,-1,-1,5.75,4.8,7.75
01072742,5.4,7.25,6,-1,-1,-1,5,3.6,7.75
01072743,3.6,6.5,3.25,-1,-1,-1,5.25,3.6,8.25
01072744,6.6,4.75,3.75,-1,-1,-1,4.75,2.2,5.75
01072745,5.8,6.5,5.5,-1,-1,-1,6,3,7.5
01072746,7.6,8.5,8.25,-1,-1,-1,8,5.8,8
01072747,7.2,7.25,6.75,-1,-1,-1,7.25,5.8,8.5
01072748,7.6,7.5,6,-1,-1,-1,7.75,7,7.75
01072749,6.2,6.25,3.25,-1,-1,-1,6.75,1.6,7.75
01072750,7.2,7.5,6.5,-1,-1,-1,6.25,4.6,8.25
01072751,8.2,7.5,7,-1,-1,-1,5.5,7,9.25
01072752,7.4,6.33,6,-1,-1,-1,6.5,3.4,5.75
01072753,7.4,8.25,6,-1,-1,-1,6.25,4.8,8.75
01072754,8,9,7.75,-1,-1,-1,7.75,6,8.5
01072755,5.2,5.25,4.5,-1,-1,-1,5,3.8,6.5
01072756,7.2,6.58,5.25,-1,-1,-1,7.5,7.8,8
01072757,8.8,8.75,8.25,-1,-1,-1,8.25,9.8,9.25
01072758,6.4,7.5,7.5,-1,-1,-1,6.5,3.4,8.75
01072759,5,6.16,3.75,-1,-1,-1,6,2.2,8
01072760,8,7.5,6.25,-1,-1,-1,6,6.8,8.25
01072761,8.4,6.75,8.5,-1,-1,-1,7,3.8,8
01072762,6.8,7,3.25,-1,-1,-1,5.75,4,8.25
01072763,7,8.25,6.5,-1,-1,-1,5,4.8,7.75
01072764,4.2,5,4,-1,-1,-1,5.75,2.8,4.75
01072765,7.6,7.75,7.5,-1,-1,-1,8.25,5,8
01072766,6.8,7.25,6.5,-1,-1,-1,7.25,3.4,9.75
01072767,5.4,6.25,7,-1,-1,-1,7,2,8.5
01072768,7.2,6.25,6.25,-1,-1,-1,6,4.6,7.75
01072769,4,5.5,5.75,-1,-1,-1,4.5,2.4,7.75
01072770,4.8,5.5,4.75,-1,-1,-1,6,2.8,7.5
01072771,7.8,6.25,7.5,-1,-1,-1,5,5.4,9
01072772,3.4,2.75,4.25,-1,-1,-1,5.75,3.2,6.5
01072773,1.8,1.25,3.75,-1,-1,-1,2,2,3.5
01072774,6.6,6,7.75,-1,-1,-1,6,3.4,6.75
01072775,4.6,7.5,5.5,-1,-1,-1,7.25,4.2,7.75
01072776,5.2,5,5.5,-1,-1,-1,6.5,2,9.25
01072777,6.4,5.75,4.75,-1,-1,-1,7,3.6,6.25
01072778,3,4.75,5.75,-1,-1,-1,4.25,2.8,7.5
01072779,1.2,3,2.75,-1,-1,-1,5.5,2.8,4
01072780,-1,-1,-1,-1,-1,-1,-1,-1,-1
01072781,5.6,6,6,-1,-1,-1,5.25,2.4,7.75
01072782,4.8,4.5,4,-1,-1,-1,7,2,6.25
01072783,3.6,5,5.75,-1,-1,-1,6,2.4,7.5
01072784,6.8,6,5,-1,-1,-1,5.5,4.8,8.5
01072785,3.4,3.25,7,-1,-1,-1,5.5,1.4,7.25
01072786,7.8,7.25,6.5,-1,-1,-1,7.75,4.4,8
01072787,3.4,3.25,5.25,-1,-1,-1,5.25,3.6,7.5
01072788,6,6.5,6.5,-1,-1,-1,7,1.8,7.75
01072789,3.8,8.5,7.25,-1,-1,-1,7,5,7.75
01072790,7.2,6.75,6.25,-1,-1,-1,7,2.6,7.5
01072791,6.4,6,5.5,-1,-1,-1,6.25,4.4,9.25
01072792,6.8,6.5,4.25,-1,-1,-1,5.75,3,6.25
01072793,4,6.25,6.75,-1,-1,-1,6.75,2,6.5
01072794,8.4,7,6.75,-1,-1,-1,7.25,5,8
01072795,7.6,6.25,4.5,-1,-1,-1,6.75,3,8.75
01072796,3.6,5.5,3.5,-1,-1,-1,4.25,2.8,7.25
01072797,8.2,8.25,8,-1,-1,-1,8.25,7,7.25
01072798,3.6,5.25,6.25,-1,-1,-1,6.25,3.4,7.5
01072799,6,6.75,6.25,-1,-1,-1,6.25,3.4,7.75
01072800,6.8,7,6.25,-1,-1,-1,6,5.6,7.75
01072801,3.8,5.25,3.75,-1,-1,-1,6.25,2.4,8
01072802,8.2,7.75,8.75,-1,-1,-1,8.75,5.4,8.75
01072803,3.4,8,7.5,-1,-1,-1,7,3.2,7
01072804,4.4,7.25,5.5,-1,-1,-1,7.25,2.8,8.5
01072805,6.6,5.5,6,-1,-1,-1,6.25,3.6,8.25
01072806,6.4,5.5,7,-1,-1,-1,5,3.4,8.25
01072807,3.4,6,5,-1,-1,-1,6.75,2.2,6.5
01072808,7,7.25,8.5,-1,-1,-1,7.5,3,9.25
01072809,7.4,8.5,6.25,-1,-1,-1,5.75,6.4,6.25
01072810,2.2,6.5,4.5,-1,-1,-1,4,2.6,7.25
01072811,4.4,5.25,4.25,-1,-1,-1,6.5,2.8,6.5
01072812,2,7.5,6,-1,-1,-1,4.25,5,8.5
01072813,2.6,6.75,5.5,-1,-1,-1,5.5,3.2,7.75
01072814,8.4,8.5,7.75,-1,-1,-1,6.75,6.6,8
01072815,7,8,9,-1,-1,-1,8,4.6,9.5
01072816,3,4.5,7.5,-1,-1,-1,6.75,4.4,6.5
01072817,5.2,7.75,5.25,-1,-1,-1,7,3.4,8.5
01072818,7.8,8.5,8.75,-1,-1,-1,8.5,5,8.75
01072819,3.4,4,3,-1,-1,-1,5,3.4,6.25
01072820,6,4.75,7.25,-1,-1,-1,7.25,4,7.5
01072821,7.2,6,7.25,-1,-1,-1,6.25,4,7.25
01072822,8.8,8,7.25,-1,-1,-1,7.75,7,8.5
01072823,4.4,5.75,7.75,-1,-1,-1,6.5,5.6,7.25
01072824,7.8,7.75,6.5,-1,-1,-1,8,4.6,8.75
01072825,7,8,9.5,-1,-1,-1,8.75,5.4,9.25
01072826,4.6,7,7.25,-1,-1,-1,7.5,5.8,8
01072827,8.6,8.25,8,-1,-1,-1,7.5,8.2,8
01072828,6.6,5.25,5.75,-1,-1,-1,4.25,3,8
01072829,4,5.25,2.75,-1,-1,-1,4.25,2.2,4.75
01072830,5.2,5.75,7.25,-1,-1,-1,6.25,3.8,8.25
01072831,4.2,4.33,3.75,-1,-1,-1,4.25,3,5.25
01072832,4.2,6.25,6.5,-1,-1,-1,7.25,3.2,7.5
01072833,7.6,5.5,8.25,-1,-1,-1,7.75,2,9.5
01072834,7.8,8,5.5,-1,-1,-1,5,6.8,8.5
01072835,6.4,7.75,6,-1,-1,-1,7,4.4,8.75
01072836,7.4,7.75,5.5,-1,-1,-1,5.5,4.2,6
01072837,8,7.25,7.25,-1,-1,-1,7.75,4.4,8.25
01072838,8.6,7.5,8.5,-1,-1,-1,7.5,6.8,9.5
01072839,6.4,7.25,7.25,-1,-1,-1,5.75,6,7
01072840,8,8.25,7.5,-1,-1,-1,7.25,8.2,8.5
01072841,8.2,7.25,8.5,-1,-1,-1,8,4.8,10
01072842,2.8,5.75,6.5,-1,-1,-1,5.5,4,8.75
01072843,3,5,4.75,-1,-1,-1,5.25,3.2,6.75
01072844,6.2,6.25,4,-1,-1,-1,5.75,2.8,7.25
01072845,7.2,8.25,7.75,-1,-1,-1,5.75,5.4,8.75
01072846,4.2,6.5,6.5,-1,-1,-1,6.5,2.6,7.5
01072847,5,4.25,4.5,-1,-1,-1,6.25,2.4,6.75
01072848,6.6,4.75,5.75,-1,-1,-1,6.25,4.8,7.5
01072849,6.4,7.25,6.5,-1,-1,-1,6.25,3,7
01072850,6,7,5.75,-1,-1,-1,6.25,2.2,8
01072851,5.6,6.16,3.25,-1,-1,-1,7.5,3.2,7.25
01072852,1.6,4.75,4,-1,-1,-1,4.25,2.2,5.75
01072853,5.2,5.5,6.25,-1,-1,-1,4.5,3.6,7.25
01072854,3.2,4.25,5.75,-1,-1,-1,5,2.8,6
01072855,7.4,7.25,9.25,-1,-1,-1,9.75,3.4,6.5
01072856,6,3.25,4.5,-1,-1,-1,4.25,2.4,6.75
01072857,7.8,7.75,8,-1,-1,-1,7.75,5.6,8.5
01072858,3.2,7.75,7.5,-1,-1,-1,7,4,8.5
01072859,7.2,7.5,7,-1,-1,-1,8,6.8,9
01072860,5.8,6,5.75,-1,-1,-1,6,1,8.25
01072861,5.8,8.5,6.5,-1,-1,-1,6.25,4.4,7.5
01072862,6.8,7,6,-1,-1,-1,6,5,6.5
01072863,5.8,6,4.75,-1,-1,-1,6.25,3.2,6.75
01072864,6,5,5.75,-1,-1,-1,5.5,3.6,9.5
01072865,5.2,8,6.25,-1,-1,-1,5.5,2.4,6.5
01072866,5,7,5.25,-1,-1,-1,5.75,3.6,8
01072867,7,7.5,7.25,-1,-1,-1,5.25,2.8,7.5
01072868,7.4,7,5.25,-1,-1,-1,8.25,2.8,9.25
01072869,6,4.75,6,-1,-1,-1,6.5,2.2,8.5
01072870,5.2,7.75,7.5,-1,-1,-1,6.25,3.4,8.25
01072871,6.6,7.75,7.75,-1,-1,-1,7.5,3.6,9.25
01072872,6.4,6.75,9.25,-1,-1,-1,7.75,7.4,9.75
01072873,5.8,6,5.5,-1,-1,-1,5.25,4,7.25
01072874,3.8,5.25,3.5,-1,-1,-1,5,2.2,7.25
01072875,4.8,5.75,6.25,-1,-1,-1,5.75,2.8,6.75
01072876,9,8.5,7.5,-1,-1,-1,6.75,7.2,8
01072877,4.6,7,8.5,-1,-1,-1,8.25,4.2,8.75
01072878,2.6,3.75,1.75,-1,-1,-1,5,2.8,4.5
01072879,8,8,7,-1,-1,-1,6.75,5.2,8.25
01072880,4,7,6.75,-1,-1,-1,5.75,3.6,8.25
01072881,6.4,7.75,7.25,-1,-1,-1,6.5,4.8,7.5
01072882,6.2,7.25,7.5,-1,-1,-1,7.5,6.8,9.5
01072883,4.8,6.5,8.25,-1,-1,-1,8,5.6,8.5
01072884,7.6,6.5,3.5,-1,-1,-1,5.75,2.8,6.75
01072885,7.6,7,6.5,-1,-1,-1,6.75,4.6,9
01072886,7.4,8.25,5.75,-1,-1,-1,7.5,6.4,7.5
01072887,5,8.25,7.25,-1,-1,-1,7,8,9.25
01072888,2.6,5.25,3.25,-1,-1,-1,4.75,5.6,7.25
01072889,5.4,5.75,5.75,-1,-1,-1,6.25,2.8,9
01072890,-1,-1,-1,-1,-1,-1,-1,-1,-1
01072891,6,7.25,3,-1,-1,-1,4.75,4,7
01072892,6.8,6.5,6.5,-1,-1,-1,5.5,3.2,7
01072893,6.8,7.5,4.75,-1,-1,-1,6,8,6.25
01072894,6.2,7.5,9.25,-1,-1,-1,9,3.4,7.75
01072895,6,6.5,5.25,-1,-1,-1,6.75,5,7
01072896,6.2,5.75,4,-1,-1,-1,5.5,3,6.5
01072897,4.8,3.5,4.75,-1,-1,-1,5.5,1.8,7
01072898,5.8,6.25,5.75,-1,-1,-1,4.75,3,7.75
01072899,6.4,8.25,8.25,-1,-1,-1,8,4.8,8.25
01072900,7.2,7.75,7,-1,-1,-1,6.5,7.4,7.75
01072901,6.6,3.5,5.25,-1,-1,-1,7.25,2.6,6.5
01072902,6,8.75,9.5,-1,-1,-1,9.5,8.4,9.25
01072903,7,8.25,7.25,-1,-1,-1,6,3.8,8.5
01072904,6.6,7,5.25,-1,-1,-1,6.75,5.8,7.75
01072905,7.4,6.5,4.5,-1,-1,-1,5.25,5.2,7
01072906,2.8,2,3.75,-1,-1,-1,5.25,2,4.25
01072907,5.8,6.75,5.5,-1,-1,-1,6,3.8,7.5
01072908,6.8,9,5.75,-1,-1,-1,5.25,5.4,7
01072909,6.8,6,5.5,-1,-1,-1,6.5,5.6,7
01072910,8.2,6.25,6.5,-1,-1,-1,6,7,7.25
01072911,6.8,5,6.75,-1,-1,-1,7.75,3.2,9
01072912,6.4,5,4.75,-1,-1,-1,3.5,3.2,6.5
01072913,3.6,6.25,8,-1,-1,-1,6,2.6,9
01072914,4.2,4.25,6.75,-1,-1,-1,6.25,2.4,7
01072915,6,6.75,6.75,-1,-1,-1,7.25,5,8.5
01072916,6.6,6.5,5.5,-1,-1,-1,7,3.4,7.75
01072917,5.4,6.5,6.5,-1,-1,-1,7.75,2.8,9.5
01072918,8.8,7.25,8.75,-1,-1,-1,7.75,5,8.25
01072919,7.8,6.25,7.75,-1,-1,-1,7,3.6,9
01072920,7.2,8.5,4.5,-1,-1,-1,4.75,9.6,7.25
01072921,6,6.42,7.25,-1,-1,-1,7.25,3.2,8.25
01072922,7.4,7.75,7.25,-1,-1,-1,8.75,4.4,9
01072923,6.6,8.5,8.25,-1,-1,-1,7,5.8,7.25
01072924,6,5.5,7,-1,-1,-1,7.75,3.4,8.5
01072925,5,3.75,5,-1,-1,-1,5.5,2.6,6.75
